video_id,title,published_at,tags,category_id,view_count,like_count,comment_count,like_to_view_ratio,comment_to_view_ratio,duration
sa3948JzWCc,The Inner Light,2020-03-26T16:50:55Z,['#innerlight2020'],10,1068458,30357,1817,0.02841197314260364,0.0017005815857993483,PT2M37S
FvR2_CCoX60,Let It Be Official Trailer,2024-04-30T01:03:41Z,[],10,990068,38938,2003,0.0393286117721207,0.002023093363284138,PT1M33S
Yx_7xjpySK0,"The Beatles At Home, From The Film Help!",2011-09-09T12:50:02Z,"['The Beatles', 'George Harrison', 'Ringo Starr', 'John Lennon', 'Paul McCartney', 'Beatles', 'Help', 'Help!', 'Film', 'Movie', 'Richard Lester', 'Dick Lester', 'Help! Film', 'Help Film', 'Home', 'Beatles At Home', 'John', 'Paul', 'George', 'Ringo']",10,949009,10405,744,0.0109640688339099,0.0007839757051829856,PT1M49S
G2uCNd1AVJo,Today Pepperland Goes Blue!,2012-05-17T12:39:18Z,"['blue meanies', 'Beatles', 'The Beatles', 'George Harrison', 'Ringo Starr', 'John Lennon', 'Paul McCartney', 'Yellow Submarine', 'Film', 'Animation', 'Movie', 'Clip', 'Pepperland', 'Blue', 'Meanies', 'Bluray', 'Blu Ray', 'Blu-Ray', 'DVD']",10,925797,10467,1019,0.01130593423828334,0.0011006732577444084,PT1M12S
npiczLJ3SEc,The Beatles ‘Red’ and ‘Blue’ albums (2023 editions) are out now!,2023-11-10T10:03:00Z,[],10,925094,8296,406,0.008967737332638628,0.0004388743197988529,PT52S
6wOsA-Bagpg,Celebrating the anniversary of our 1969 classic ‘Abbey Road’ with Amazon Music HD,2019-11-18T17:04:18Z,[],10,873726,16327,572,0.018686636313901613,0.000654667481567448,PT31S
aeZKBAGOYgg,‘That was one of the great things about John…’,2023-12-01T15:39:25Z,[],10,853189,53403,753,0.06259222751348177,0.000882571153636533,PT58S
sJTIeVxgSXc,All My Loving - Ed Sullivan,2013-01-16T15:14:43Z,"['Beatles', 'The Beatles', 'John Lennon', 'Ringo Starr', 'Paul McCartney', 'George Harrison', 'John', 'Paul', 'George', 'Ringo', 'All My Loving', 'Ed Sullivan', 'Sullivan', 'Performance', 'Beatles In The USA', 'Beatles In The US', 'Beatles In The U.S.', 'Beatles In The U.S.A.', 'First US Visit', 'First U.S. Visit', 'Maysles', 'David Maysles', 'Albert Maysles', 'Maysles Brothers']",10,841435,8601,299,0.010221823432588376,0.00035534533267572656,PT36S
Dd5WSqOJF7M,The Beatles REVOLVER Special Editions - Official Trailer,2022-09-07T12:53:29Z,"['Beatles', 'Beatle', 'Beatls', 'Beetles', 'The Beetles', 'Revolver', 'Official Video', 'Trailer', 'Album', 'Music', 'Video', 'John Lennon', 'Paul McCartney', 'George Harrison', 'Ringo Starr', 'Taxman', 'Yellow Submarine', 'Got To Get You Into My Life', ""I'm Only Sleeping"", 'Here There Everywhere', 'Eleanor Rigby', 'Good Day Sunshine', 'New Music', 'New Release', 'Special Edition', 'Apple Corps', 'Apple', 'Apple Records', 'Revolvr']",10,835956,13216,1081,0.015809444516218556,0.0012931302604443297,PT38S
RfNoXfJoESc,George Talks About Writing Here Comes The Sun #HereComesTheSun #BehindTheSong #RedAndBlue,2023-12-05T16:32:25Z,[],10,822765,49559,685,0.06023469641999842,0.0008325585069855913,PT52S
F8dooVupRSc,THE BEATLES NOW STREAMING,2015-12-23T10:41:08Z,"['George Harrison', 'Ringo Starr', 'John Lennon', 'Paul McCartney', 'John', 'George', 'Paul', 'Ringo', 'Beatles', 'The Beatles', 'Trailer', 'Album', 'Music']",10,815539,6397,560,0.007843892198901586,0.000686662440422837,PT35S
Vi2TIV3rYzc,Jeremy Hillary Boob PhD.,2012-06-05T17:55:31Z,"['Beatles', 'The Beatles', 'George Harrison', 'Ringo Starr', 'John Lennon', 'Paul McCartney', 'Yellow Submarine', 'Film', 'Animation', 'Movie', 'Clip', 'Jeremy', 'Hillary', 'Boob', 'PhD', 'PhD.', 'Jeremy Hillary Boob', 'Hilary', 'Jeremy Hilary Boob', 'Jeremy Hillary', 'Jeremy Hilary Boob PhD', 'Nowhere Man', 'Song', 'Nowhere', 'Man', 'Blu Ray', 'BluRay', 'Blu-Ray', 'DVD']",10,744238,9630,575,0.012939409167497494,0.0007726023127010446,PT43S
n_GOaRaTaJo,The Beatles Help!  Blu-Ray Trailer 2013,2015-05-15T11:11:19Z,"['The Beatles', 'George Harrison', 'Ringo Starr', 'John Lennon', 'Paul McCartney', 'Beatles', 'Help', 'Help!', 'Film', 'Movie', 'Help! 2013', 'Help 2013', 'Making-Of', 'Making Of', 'Richard Lester', 'Dick Lester', 'Extras', 'Help! Film', 'Help Film', 'Trailer']",10,696388,6237,169,0.008956214064573198,0.00024268080437916793,PT30S
MM7v61MvHco,🎶  We’ve got a feeling 🎶  you won’t want to miss this.,2022-01-14T15:55:21Z,[],10,686366,15855,811,0.02309992045060507,0.0011815853349379194,PT50S
9lhYYFxFDHo,"The Beatles Get Back - ""We've Never Learned So Many New Numbers At Once""",2021-11-26T11:12:28Z,[],10,685113,10345,570,0.015099698881790304,0.0008319795420609447,PT58S
xXNv9CwrAOk,The Beatles: GetBack - The Rooftop Concert in IMAX,2022-01-20T22:31:18Z,[],10,675756,10749,513,0.01590662901994211,0.0007591497522774493,PT46S
MmDZbjI8nHw,I've Got A Feeling,2015-05-15T11:11:19Z,"['the beatles', 'John Lennon', 'Ringo Starr', 'Paul McCartney', 'George Harrison', 'Beatles official', 'Apple Corps', 'Apple Records']",10,674582,16157,474,0.02395112825423744,0.0007026573492918578,PT47S
C3VjYK4-mFQ,“It looks like it was just shot yesterday.”,2021-12-05T23:26:43Z,[],10,674519,14927,860,0.022129843636724836,0.0012749826172428057,PT2M35S
CC8M2MyZN_M,"""There's More Here Than Meets The Eye"" - Scene from Help!",2013-01-16T15:33:54Z,"['The Beatles', 'George Harrison', 'Ringo Starr', 'John Lennon', 'Paul McCartney', 'Beatles', 'Help', 'Help!', 'Film', 'Movie', 'Help! 2013', 'Help 2013', 'Making-Of', 'Making Of', 'Richard Lester', 'Dick Lester', 'Help! Film', 'Help Film']",10,670131,9620,662,0.014355402152713425,0.0009878665514653105,PT1M8S
cFz1SP9SXwU,Please Please Me Mini-Documentary,2013-03-22T12:34:34Z,"['Beatles', 'The Beatles', 'John Lennon', 'Ringo Starr', 'Paul McCartney', 'George Harrison', 'Making Of', 'Making-Of', 'Remaster', 'Album', 'Stereo Vinyl', 'Please Please Me', 'Documentary', 'Doc', 'Mini Doc', 'Mini-Doc', 'Extras']",10,663730,7247,306,0.010918596417217845,0.0004610308408539617,PT3M52S
DKYpuXr_E5s,Going To The Bahamas - Scene from Help!,2011-09-09T12:52:47Z,"['The Beatles', 'George Harrison', 'Ringo Starr', 'John Lennon', 'Paul McCartney', 'Beatles', 'Help', 'Help!', 'Film', 'Movie', 'Richard Lester', 'Dick Lester', 'Help! Film', 'Help Film', 'Bahamas', 'Clip']",10,623013,10278,624,0.016497248051003752,0.0010015842366050147,PT50S
5ggH6KryhYc,"""No one else was gonna play bass. I mean, John was not gonna play bass."" - Ringo. #8DaysDVD",2016-11-28T17:08:19Z,"['Beatles', 'The Beatles', 'George Harrison', 'Ringo Starr', 'John Lennon', 'Paul McCartney', 'Film', 'Movie', 'Eight Days A Week', 'Ron Howard', 'Documentary', 'Beatles Live', 'Live', 'Tour', 'Touring Years', 'Touring', 'Shea', 'Shea Stadium', 'Beatles At Shea Stadium', 'DVD', 'Extras', 'Bass', 'Paul', 'John', 'Ringo', 'George']",10,617647,13885,1050,0.022480478331474128,0.0017000001619047773,PT43S
k9l_DbRxeqg,Dizzy Miss Lizzy Performed at Shea Stadium,2016-09-30T16:33:07Z,"['Beatles', 'The Beatles', 'George Harrison', 'Ringo Starr', 'John Lennon', 'Paul McCartney', 'Film', 'Movie', 'Eight Days A Week', 'Ron Howard', 'Documentary', 'Beatles Live', 'Live', 'Tour', 'Touring Years', 'Touring', 'Shea', 'Shea Stadium', 'Beatles At Shea Stadium', 'DVD', 'Extras', 'Dizzy Miss Lizzy']",10,611903,10494,288,0.01714977700714002,0.0004706628338151635,PT57S
mlH767uV1z8,Scientists Attempt To Remove Ringo's Ring - Scene from Help!,2013-01-16T15:42:00Z,"['The Beatles', 'George Harrison', 'Ringo Starr', 'John Lennon', 'Paul McCartney', 'Beatles', 'Help', 'Help!', 'Film', 'Movie', 'Help! 2013', 'Help 2013', 'Making-Of', 'Making Of', 'Richard Lester', 'Dick Lester', 'Help! Film', 'Help Film']",10,597666,7517,575,0.012577258870338951,0.0009620758082273377,PT2M33S
AHBJd7y7yvM,"Yellow Submarine Anniversary 7"" Picture Disc",2018-05-30T14:06:14Z,"['Beatles', 'The Beatles', 'George Harrison', 'Ringo Starr', 'John Lennon', 'Paul McCartney', 'Yellow Submarine', 'Film', 'Animation', '50th', 'Anniversary', 'Movie', 'Re-Release', 'Picture Disc', 'Eleanor Rigby', 'Single', 'Song']",10,503160,25625,362,0.05092813419190715,0.0007194530566817713,PT20S
UqnAhdXrAKI,NOW LIVE! 'Now And Then - The Last Beatles Song' (Short Film),2023-11-01T20:06:14Z,[],10,499596,26037,313,0.05211610981673192,0.0006265062170233549,PT41S
dw_9upCdQOM,‘Twist And Shout nearly killed me!’ - John #RedandBlue,2023-12-12T14:38:09Z,[],10,493753,35202,437,0.07129475669008593,0.0008850579135721707,PT46S
5AdtR-d2HJQ,Why Don't We Do It In The Road?,2011-10-10T13:47:12Z,"['Beatles', 'The Beatles', 'White Album', 'The White Album', 'George Harrison', 'Ringo Starr', 'John Lennon', 'Paul McCartney', 'John', 'Paul', 'George', 'Ringo', 'White', 'Album', ""Why Don't We Do It In The Road"", 'Do It In The Road', 'Abbey Road Studios', 'Abbey Road', 'Abbey Road Studio', 'Why Dont We Do It In The Road']",10,491249,3417,162,0.006955739350105548,0.0003297716636573306,PT30S
pREVeDWsK9Q,The Beatles’ Yellow Submarine Returns To Big Screen For One-Day Cinema Event,2018-01-16T16:24:31Z,"['Beatles', 'The Beatles', 'George Harrison', 'Ringo Starr', 'John Lennon', 'Paul McCartney', 'Yellow Submarine', 'Film', 'Animation', '50th', 'Anniversary', 'Movie', 'Re-Release', 'UK', 'U.K.']",10,480309,23351,447,0.04861661971772338,0.0009306508934873175,PT15S
4asJgVzGAsg,The Headlands,2012-05-18T18:00:59Z,"['Beatles', 'The Beatles', 'George Harrison', 'Ringo Starr', 'John Lennon', 'Paul McCartney', 'Yellow Submarine', 'Film', 'Animation', 'Movie', 'Headlands', 'The Headlands', 'Jeremy', 'Hillary', 'Boob', 'Jeremy Hillary Boob', 'PhD', 'PhD.', 'Jeremy Hillary Boob PhD', 'Hilary', 'clip', 'Blu-Ray', 'Bluray', 'Blu Ray', 'DVD']",10,479983,6043,340,0.012590029230201904,0.0007083584210274114,PT50S
sBiq39gfBh4,BEATLES ’64 - watch the new trailer.,2024-11-14T13:57:19Z,[],10,448907,19233,1247,0.04284406346971645,0.0027778582200767643,PT2M23S
I392lK8QUhQ,"The rooftop performance of “Get Back” from the forthcoming docuseries ""TheBeatles: Get Back""",2021-11-23T17:30:01Z,[],10,447917,13335,709,0.029771140635430224,0.0015828825429711308,PT1M
MTEzbq6FeaM,'Rubber Soul is where The Beatles were turning into the butterflies’ - Ringo #RedandBlue,2023-12-26T12:00:14Z,[],10,433206,30312,445,0.0699713300369801,0.00102722492301584,PT57S
SxIudgKFKIY,Let It Be,2023-11-30T11:59:26Z,[],10,427715,26355,410,0.06161813357025122,0.000958582233496604,PT36S
Zn99sY-PdtU,Help! - DVD Trailer 2007,2011-09-09T12:51:27Z,"['The Beatles', 'George Harrison', 'Ringo Starr', 'John Lennon', 'Paul McCartney', 'Beatles', 'Help', 'Help!', 'Film', 'Movie', 'Richard Lester', 'Dick Lester', 'Help! Film', 'Help Film', 'DVD', 'Trailer']",10,425167,5286,190,0.012432761714808534,0.0004468832247093495,PT1M17S
XWSX3Zi2PnE,“I'm in love with her and I feel fine.” #RedandBlue,2023-11-22T15:36:51Z,[],10,424620,27027,423,0.06364985163204748,0.0009961848240779992,PT36S
VOa1a4hp3k0,"Happy Birthday, Paul! #PaulMcCartney80",2022-06-18T08:00:14Z,[],10,407013,25998,1777,0.06387510964023262,0.004365953913019977,PT1M5S
qhL3CcbX3XA,60 years ago today - The Beatles’ perform on The Ed Sullivan Show to a TV audience of 73 million.,2024-02-09T12:55:57Z,[],10,390304,25580,452,0.06553865704681479,0.0011580716569648275,PT44S
Zocme5Nangg,The Beatles #sgtpepper50,2017-04-05T13:44:30Z,"['The Beatles', 'Sgt Pepper', 'Sgtpepper', ""Sgt. Pepper's Lonely Hearts Club Band"", 'Sgt. Pepper', 'George Martin', 'John Lennon', 'Paul McCartney', 'George Harrison', 'Ringo Starr', 'Apple Records', 'Deluxe Reissues', 'Beatles Boxset', '50th Anniversary', 'Sgt Pepper 50th', 'Sgt Pepper Anniversary', 'Beatles Deluxe', 'paul mccartney', 'john lennon', 'beatles', 'Sgt Pepper 50th Anniversary', 'Sgt Peppers anniversary', 'sgt peppers 50', 'John', 'Paul', 'George', 'Ringo', 'Remix', 'Re-Mix', 'Remixed', 'Repackage', 'Repackaged', 'Anniversary', '50th']",10,358697,19645,168,0.05476767299419845,0.0004683618764584036,PT10S
sclfhlScwkk,"The Beatles Arrive In New York for their First US Visit, 7th February 1964",2014-02-07T16:36:07Z,"['ed sullivan show', 'The Beatles', 'George Harrison', 'Ringo Starr', 'John Lennon', 'Paul McCartney', 'Beatles', 'US Albums', 'U.S. Albums', 'Beatles 50', 'Boxset', 'Box Set', 'Limited Edition', 'The US Albums', 'The U.S. Albums', 'First US Visit', 'First U.S. Visit', 'Film', 'Movie', 'Documentary', 'New York', 'Ed Sullivan']",10,354634,3098,151,0.008735767016134944,0.00042579109730031523,PT1M5S
nM8swCvLu78,"Come together for the last Beatles song, 2nd November.",2023-10-29T10:18:09Z,[],10,306474,12617,631,0.041168255708477715,0.0020589022233533675,PT29S
eFEFVsXLquA,"Happy Birthday, Ringo!",2022-07-07T11:46:56Z,[],10,274803,20969,1763,0.0763055716276751,0.006415504925346521,PT1M19S
i0azIt4O9aA,“We were trying to think of how to make certain sounds that weren’t available…” - George #RedandBlue,2024-01-02T12:00:34Z,[],10,262008,18600,213,0.07099019877255656,0.0008129522762663735,PT49S
yXdbvBzxeb8,Revolver: mini-documentary clip,2010-11-23T10:57:39Z,"['Beatles', 'The Beatles', 'John Lennon', 'Ringo Starr', 'Paul McCartney', 'George Harrison', 'Making Of', 'Making-Of', 'Remaster', 'Album', 'Stereo Vinyl', 'Documentary', 'Doc', 'Mini Doc', 'Mini-Doc', 'Extras', 'Revolver']",10,250023,3774,194,0.01509461129576079,0.0007759286145674598,PT1M31S
nDnODeyUT70,Out Now: The Beatles ‘White Album’ 50th Anniversary Editions,2018-11-09T10:36:01Z,"['the beatles', 'white album 50th anniversary', 'white album 2018', 'the beatles remastered', 'beatles remix', 'beatles remix 2018', 'white album', 'Beatles', 'The Beatles', 'White Album', 'The White Album', '50th', 'Anniversary', 'Giles Martin', 'Ringo Starr', 'George Harrison', 'John Lennon', 'Paul McCartney']",10,249548,3926,275,0.01573244425922067,0.0011019924022632921,PT30S
IeVK5xm_Z2I,The Beatles Arrive at JFK airport New York for their first US performances,2012-02-07T15:45:11Z,"['The Beatles', 'George Harrison', 'Ringo Starr', 'John Lennon', 'Paul McCartney', 'Beatles', 'First US Visit', 'First U.S. Visit', 'Film', 'Movie', 'Documentary', 'Excerpt', 'Clip', 'Beatles USA', 'Beatles US', 'Beatles U.S.A.', 'John', 'Paul', 'George', 'Ringo', 'Maysles', 'Maysles Brothers', 'David Maysles', 'Albert Maysles', 'Press Conference', 'Press', 'Conference', 'JFK', 'Airport', 'New York']",10,249256,2193,145,0.008798183393779888,0.000581731232146869,PT1M14S
aUW4q3lP2wg,"John Lennon and The Beatles in their 1970 film, Let it Be - streaming May 8",2024-05-04T16:00:01Z,[],10,225668,7825,462,0.03467483205416807,0.00204725525993938,PT46S
qy0GkarUs2A,An Orchestral Celebration of 'Red' and 'Blue',2023-11-21T18:47:32Z,[],10,213443,7842,404,0.03674048809283977,0.0018927769943263542,PT54S
EiNFVw0ciZM,George Harrison Talks About I'm Only Sleeping,2022-12-09T12:20:55Z,[],10,212622,12277,168,0.05774096753863664,0.0007901346050737929,PT50S
ywmQAyvD6vU,Ringo Starr - ‘It Don’t Come Easy’,2024-08-14T05:08:20Z,[],10,210712,12219,190,0.05798910361061544,0.0009017046964577243,PT16S
7MEhOrSIadU,Have you been listening to Strawberry Fields on #RedandBlue?,2024-01-09T12:00:14Z,[],10,209136,15065,244,0.07203446561089434,0.0011667049192869712,PT45S
RzVfPGuz7qM,John Lennon Talks About The Making Of Eleanor Rigby,2022-12-09T11:52:07Z,[],10,208879,14543,211,0.06962404071256564,0.0010101542041085988,PT42S
MdbkLoZ6lMI,"Ringo explains the inspiration behind his song, Octopus’s Garden.",2023-11-30T11:58:23Z,[],10,208560,15753,170,0.07553222094361335,0.0008151131568853088,PT31S
sToO_ybIP-8,The Beatles tell the press that they won't be their puppets. #8DaysDVD,2016-12-12T11:50:12Z,"['Beatles', 'The Beatles', 'George Harrison', 'Ringo Starr', 'John Lennon', 'Paul McCartney', 'Film', 'Movie', 'Eight Days A Week', 'Ron Howard', 'Documentary', 'Beatles Live', 'Live', 'Tour', 'Touring Years', 'Touring', 'Shea', 'Shea Stadium', 'Beatles At Shea Stadium', 'DVD', 'Extras', 'Press Conference']",10,191397,6255,380,0.032680763021363975,0.001985402070042895,PT40S
3tQJ5_lJ4W4,The Beatles Get Back Part 1 is now streaming on @DisneyPlus. Who will you be watching with?⁠,2021-11-26T10:59:01Z,[],10,189033,7285,227,0.03853824464511488,0.0012008485290928039,PT31S
Uw8wWhKP2Dg,"Watch Paul and The Beatles in their 1970 film, Let it Be - streaming May 8th.",2024-05-05T16:00:20Z,[],10,179787,6243,326,0.03472442390161691,0.0018132567983224594,PT46S
Ks-4bE0G6fA,John Lennon Talks About The Making Of Rain,2022-12-09T11:49:27Z,[],10,171973,12608,183,0.07331383414838376,0.0010641205305484001,PT44S
faDsrhne5xE,“NOW AND THEN”. THE LAST BEATLES SONG. OUT 02.11.23. #NowAndThen Pre-order today.,2023-10-26T14:45:25Z,[],10,166162,12062,199,0.07259180799460767,0.0011976264127778915,PT35S
XIBZzQ-4GkY,Watch Ringo Starr and The Beatles in Let It Be - streaming tomorrow only on Disney Plus.,2024-05-07T16:00:24Z,[],10,163953,4926,217,0.030045195879306874,0.0013235500417802663,PT46S
zt-ffVfDOZI,"George Harrison performing 'Here Comes The Sun'  from The Concert For Bangladesh, 1st August 1971.",2024-08-10T17:14:55Z,[],10,160771,11816,165,0.07349584191178757,0.001026304495213689,PT16S
zLV-aIEPREw,Magical Mystery Tour: Flying,2017-01-23T12:21:11Z,"['Flying', 'Clip', 'Beatles', 'The Beatles', 'George Harrison', 'Ringo Starr', 'John Lennon', 'Paul McCartney', 'Film', 'Movie', 'Magical', 'Mystery', 'Tour', 'Magical Mystery', 'Mystery Tour', 'John', 'Paul', 'George', 'Ringo', 'Video']",10,154673,2324,122,0.015025246811014204,0.0007887608050532413,PT23S
JnTu5_cGpG0,Ringo gets his ticket,2012-10-12T17:03:50Z,"['Beatles', 'The Beatles', 'George Harrison', 'Ringo Starr', 'John Lennon', 'Paul McCartney', 'Film', 'Movie', 'Clip', 'Magical', 'Mystery', 'Tour', 'Magical Mystery', 'Mystery Tour', 'John', 'Paul', 'George', 'Ringo', 'Ticket']",10,151066,1956,64,0.012947983000807593,0.00042365588550699693,PT28S
-HtBDK0y9-k,THE BEATLES CHRISTMAS RECORDS,2017-11-02T13:12:39Z,[],10,150819,1769,165,0.011729291402276902,0.0010940266146838263,PT33S
c8t8dkRwJ-A,Listen-In To The Beatles' Recording Session Of The Song Eight Days A Week,2016-12-12T11:51:45Z,"['Beatles', 'The Beatles', 'George Harrison', 'Ringo Starr', 'John Lennon', 'Paul McCartney', 'Film', 'Movie', 'Eight Days A Week', 'Ron Howard', 'Documentary', 'Beatles Live', 'Live', 'Tour', 'Touring Years', 'Touring', 'Shea', 'Shea Stadium', 'Beatles At Shea Stadium', 'DVD', 'Extras', 'Recording Session']",10,142846,3285,96,0.022996793749912495,0.000672052420088767,PT1M10S
nHikyT0Ffaw,George Harrison & Friends' The Concert For Bangladesh Now Streaming Worldwide,2024-08-09T13:24:02Z,[],10,141658,4486,218,0.031667819678380324,0.0015389176749636448,PT31S
19M1e6JE2oE,The Beatles: 1964 U.S. Albums In Mono Vinyl Box Set,2024-09-12T12:45:05Z,[],10,136329,4779,443,0.035054903945602185,0.003249492037644228,PT46S
m9u1h4bOItE,"Last Chance to see The Beatles LOVE!  The final performance is on July, 6 2024.",2024-06-13T09:42:36Z,[],10,131853,2903,251,0.022016943110888643,0.001903635108795401,PT31S
goRjYCUhgt4,"'While My Guitar Gently Weeps’ - Eric Clapton - The Concert For Bangladesh, 1st August 1971.",2024-08-12T20:39:04Z,[],10,129036,6430,94,0.049831054899407916,0.0007284788741126507,PT16S
VIQDibbLujM,"“Yellow Submarine"" (Songwriting Work Tape / Part 1) by The Beatles",2022-10-21T11:37:21Z,[],10,128290,8254,124,0.06433860784160886,0.0009665601371891808,PT30S
